State,Year,County,0BR,1BR,2BR,3BR,4BR
South Carolina,2020,Bamberg,514,517,681,888,949
South Carolina,2020,Barnwell,513,572,651,851,1019
South Carolina,2020,Beaufort,864,899,1028,1355,1806
South Carolina,2020,Berkeley,907,1035,1179,1535,2012
South Carolina,2020,Calhoun,706,818,931,1204,1491
South Carolina,2020,Charleston,907,1035,1179,1535,2012
South Carolina,2020,Cherokee,429,500,659,836,1073
South Carolina,2020,Chester,521,525,691,911,1044
South Carolina,2020,Chesterfield,513,572,651,890,958
South Carolina,2020,Clarendon,513,520,651,878,996
South Carolina,2020,Colleton,536,597,680,883,921
South Carolina,2020,Darlington,496,595,692,912,942
South Carolina,2020,Dillon,513,572,651,833,937
South Carolina,2020,Dorchester,907,1035,1179,1535,2012
South Carolina,2020,Edgefield,689,722,848,1156,1489
South Carolina,2020,Fairfield,706,818,931,1204,1491
South Carolina,2020,Florence,607,611,785,991,1219
South Carolina,2020,Georgetown,579,583,748,1079,1081
South Carolina,2020,Greenville,628,740,842,1127,1362
South Carolina,2020,Greenwood,513,558,651,879,882
South Carolina,2020,Hampton,495,498,651,884,1113
South Carolina,2020,Horry,812,847,997,1288,1460
South Carolina,2020,Jasper,708,729,830,1035,1231
South Carolina,2020,Kershaw,614,632,719,1021,1262
South Carolina,2020,Lancaster,521,607,800,1038,1084
South Carolina,2020,Laurens,560,570,751,949,1017
South Carolina,2020,Lee,513,534,651,818,935
South Carolina,2020,Lexington,706,818,931,1204,1491
South Carolina,2020,McCormick,491,494,651,882,937
South Carolina,2020,Marion,556,561,651,879,882
South Carolina,2020,Marlboro,507,510,651,896,986
South Carolina,2020,Newberry,554,558,735,999,1137
South Carolina,2020,Oconee,477,512,674,943,1114
South Carolina,2020,Orangeburg,558,569,654,830,1059
South Carolina,2020,Pickens,628,740,842,1127,1362
South Carolina,2020,Richland,706,818,931,1204,1491
South Carolina,2020,Saluda,706,818,931,1204,1491
South Carolina,2020,Spartanburg,613,679,795,1057,1151
South Carolina,2020,Sumter,614,641,793,1068,1194
South Carolina,2020,Union,523,524,690,944,996
South Carolina,2020,Williamsburg,491,494,651,862,947
South Carolina,2020,York,907,934,1063,1423,1828
South Carolina,2021,Abbeville,512,515,679,972,1176
South Carolina,2021,Aiken,636,708,815,1108,1411
South Carolina,2021,Allendale,512,515,679,917,921
South Carolina,2021,Anderson,623,680,844,1092,1422
South Carolina,2021,Bamberg,540,544,717,1022,1079
South Carolina,2021,Barnwell,557,587,679,898,921
South Carolina,2021,Beaufort,1032,1056,1204,1564,2085
South Carolina,2021,Berkeley,1000,1059,1207,1544,2010
South Carolina,2021,Calhoun,782,845,963,1236,1527
South Carolina,2021,Charleston,1000,1059,1207,1544,2010
South Carolina,2021,Cherokee,476,547,721,920,1165
South Carolina,2021,Chester,553,556,720,941,1109
South Carolina,2021,Chesterfield,557,596,679,930,985
South Carolina,2021,Clarendon,512,515,679,845,1014
South Carolina,2021,Colleton,566,606,691,900,976
South Carolina,2021,Darlington,516,596,679,889,966
South Carolina,2021,Dillon,557,594,679,852,1072
South Carolina,2021,Dorchester,1000,1059,1207,1544,2010
South Carolina,2021,Edgefield,636,708,815,1108,1411
South Carolina,2021,Fairfield,782,845,963,1236,1527
South Carolina,2021,Florence,616,620,809,1024,1190
South Carolina,2021,Georgetown,611,615,811,1145,1149
South Carolina,2021,Greenville,731,826,942,1254,1518
South Carolina,2021,Greenwood,619,628,722,971,979
South Carolina,2021,Hampton,517,520,679,952,1176
South Carolina,2021,Horry,732,763,898,1160,1314
South Carolina,2021,Jasper,795,813,927,1153,1414
South Carolina,2021,Kershaw,585,630,718,1028,1243
South Carolina,2021,Lancaster,623,628,827,1074,1144
South Carolina,2021,Laurens,606,610,804,1023,1090
South Carolina,2021,Lee,557,562,679,888,1149
South Carolina,2021,Lexington,782,845,963,1236,1527
South Carolina,2021,McCormick,512,515,679,972,996
South Carolina,2021,Marion,526,529,679,908,921
South Carolina,2021,Marlboro,523,527,679,923,1033
South Carolina,2021,Newberry,599,603,795,1043,1224
South Carolina,2021,Oconee,507,550,725,996,1028
South Carolina,2021,Orangeburg,582,596,679,866,1171
South Carolina,2021,Pickens,731,826,942,1254,1518
South Carolina,2021,Richland,782,845,963,1236,1527
South Carolina,2021,Saluda,782,845,963,1236,1527
South Carolina,2021,Spartanburg,695,735,845,1113,1163
South Carolina,2021,Sumter,651,667,825,1076,1205
South Carolina,2021,Union,530,535,705,990,1032
South Carolina,2021,Williamsburg,512,515,679,845,1037
South Carolina,2021,York,987,1010,1151,1518,1956
South Dakota,2006,Aurora,316,368,484,620,662
South Dakota,2006,Beadle,403,404,484,704,799
South Dakota,2006,Bennett,365,379,484,648,720
South Dakota,2006,Bon Homme,316,368,484,620,662
South Dakota,2006,Brookings,316,396,487,687,856
South Dakota,2006,Brown,355,380,501,636,756
South Dakota,2006,Brule,316,368,484,620,662
South Dakota,2006,Buffalo,316,368,484,620,662
South Dakota,2006,Butte,365,379,484,648,720
South Dakota,2006,Campbell,352,368,484,639,759
South Dakota,2006,Charles Mix,316,368,484,620,662
South Dakota,2006,Clark,324,377,484,654,772
South Dakota,2006,Clay,370,393,517,713,907
South Dakota,2006,Codington,361,422,555,717,819
South Dakota,2006,Corson,365,379,484,648,720
South Dakota,2006,Custer,365,379,484,648,720
South Dakota,2006,Davison,336,394,517,663,713
South Dakota,2006,Day,352,368,484,639,759
South Dakota,2006,Deuel,324,377,484,654,772
South Dakota,2006,Dewey,365,379,484,648,720
South Dakota,2006,Douglas,316,368,484,620,662
South Dakota,2006,Edmunds,352,368,484,639,759
South Dakota,2006,Fall River,359,374,492,638,710
South Dakota,2006,Faulk,352,368,484,639,759
South Dakota,2006,Grant,324,377,484,654,772
South Dakota,2006,Gregory,316,368,484,620,662
South Dakota,2006,Haakon,365,379,484,648,720
South Dakota,2006,Hamlin,324,377,484,654,772
South Dakota,2006,Hand,352,368,484,639,759
South Dakota,2006,Hanson,316,368,484,620,662
South Dakota,2006,Harding,365,379,484,648,720
South Dakota,2006,Hughes,323,405,500,627,647
South Dakota,2006,Hutchinson,316,368,484,620,662
South Dakota,2006,Hyde,316,368,484,620,662
South Dakota,2006,Jackson,365,379,484,648,720
South Dakota,2006,Jerauld,352,368,484,639,759
South Dakota,2006,Jones,365,379,484,648,720
South Dakota,2006,Kingsbury,324,377,484,654,772
South Dakota,2006,Lake,324,377,484,654,772
South Dakota,2006,Lawrence,343,416,512,713,761
South Dakota,2006,Lincoln,463,486,621,811,897
South Dakota,2006,Lyman,316,368,484,620,662
South Dakota,2006,McCook,463,486,621,811,897
South Dakota,2006,McPherson,352,368,484,639,759
South Dakota,2006,Marshall,352,368,484,639,759
South Dakota,2006,Meade,321,383,496,721,805
South Dakota,2006,Mellette,365,379,484,648,720
South Dakota,2006,Miner,324,377,484,654,772
South Dakota,2006,Minnehaha,463,486,621,811,897
South Dakota,2006,Moody,324,377,484,654,772
South Dakota,2006,Pennington,454,530,667,883,908
South Dakota,2006,Perkins,365,379,484,648,720
South Dakota,2006,Potter,365,379,484,648,720
South Dakota,2006,Roberts,352,368,484,639,759
South Dakota,2006,Sanborn,316,368,484,620,662
South Dakota,2006,Shannon,365,379,484,648,720
South Dakota,2006,Spink,352,368,484,639,759
South Dakota,2006,Stanley,316,368,484,620,662
South Dakota,2006,Sully,316,368,484,620,662
South Dakota,2006,Todd,365,379,484,648,720
South Dakota,2006,Tripp,316,368,484,620,662
South Dakota,2006,Turner,463,486,621,811,897
South Dakota,2006,Union,387,455,597,752,774
South Dakota,2006,Walworth,352,368,484,639,759
South Dakota,2006,Yankton,343,407,529,694,713
South Dakota,2006,Ziebach,365,379,484,648,720
South Dakota,2007,Aurora,326,379,499,639,683
South Dakota,2007,Beadle,415,416,499,726,823
South Dakota,2007,Bennett,376,391,499,668,743
South Dakota,2007,Bon Homme,326,379,499,639,683
South Dakota,2007,Brookings,325,408,502,708,882
South Dakota,2007,Brown,365,392,516,655,778
South Dakota,2007,Brule,326,379,499,639,683
South Dakota,2007,Buffalo,326,379,499,639,683
South Dakota,2007,Butte,376,391,499,668,743
South Dakota,2007,Campbell,363,380,499,659,783
South Dakota,2007,Charles Mix,326,379,499,639,683
South Dakota,2007,Clark,334,388,499,675,796
South Dakota,2007,Clay,381,406,533,735,935
South Dakota,2007,Codington,372,435,572,739,844
South Dakota,2007,Corson,376,391,499,668,743
South Dakota,2007,Custer,376,391,499,668,743
South Dakota,2007,Davison,346,406,533,684,735
South Dakota,2007,Day,363,380,499,659,783
South Dakota,2007,Deuel,334,388,499,675,796
South Dakota,2007,Dewey,376,391,499,668,743
South Dakota,2007,Douglas,326,379,499,639,683
South Dakota,2007,Edmunds,363,380,499,659,783
South Dakota,2007,Fall River,370,386,507,658,732
South Dakota,2007,Faulk,363,380,499,659,783
South Dakota,2007,Grant,334,388,499,675,796
South Dakota,2007,Gregory,326,379,499,639,683
South Dakota,2007,Haakon,376,391,499,668,743
South Dakota,2007,Hamlin,334,388,499,675,796
South Dakota,2007,Hand,363,380,499,659,783
South Dakota,2007,Hanson,326,379,499,639,683
South Dakota,2007,Harding,376,391,499,668,743
South Dakota,2007,Hughes,333,417,515,646,666
South Dakota,2007,Hutchinson,326,379,499,639,683
South Dakota,2007,Hyde,326,379,499,639,683
South Dakota,2007,Jackson,376,391,499,668,743
South Dakota,2007,Jerauld,363,380,499,659,783
South Dakota,2007,Jones,376,391,499,668,743
South Dakota,2007,Kingsbury,334,388,499,675,796
South Dakota,2007,Lake,334,388,499,675,796
South Dakota,2007,Lawrence,353,428,527,734,784
South Dakota,2007,Lincoln,477,501,640,836,925
South Dakota,2007,Lyman,326,379,499,639,683
South Dakota,2007,McCook,477,501,640,836,925
South Dakota,2007,McPherson,363,380,499,659,783
South Dakota,2007,Marshall,363,380,499,659,783
South Dakota,2007,Meade,331,395,511,743,829
South Dakota,2007,Mellette,376,391,499,668,743
South Dakota,2007,Miner,334,388,499,675,796
South Dakota,2007,Minnehaha,477,501,640,836,925
South Dakota,2007,Moody,334,388,499,675,796
South Dakota,2007,Pennington,468,545,687,910,935
South Dakota,2007,Perkins,376,391,499,668,743
South Dakota,2007,Potter,376,391,499,668,743
South Dakota,2007,Roberts,363,380,499,659,783
South Dakota,2007,Sanborn,326,379,499,639,683
South Dakota,2007,Shannon,376,391,499,668,743
South Dakota,2007,Spink,363,380,499,659,783
South Dakota,2007,Stanley,326,379,499,639,683
South Dakota,2007,Sully,326,379,499,639,683
South Dakota,2007,Todd,376,391,499,668,743
South Dakota,2007,Tripp,326,379,499,639,683
South Dakota,2007,Turner,477,501,640,836,925
South Dakota,2007,Union,399,469,615,774,797
South Dakota,2007,Walworth,363,380,499,659,783
South Dakota,2007,Yankton,354,420,545,714,734
South Dakota,2007,Ziebach,376,391,499,668,743
South Dakota,2008,Aurora,335,390,513,657,702
South Dakota,2008,Beadle,427,428,513,746,846
South Dakota,2008,Bennett,387,402,513,686,763
South Dakota,2008,Bon Homme,335,390,513,657,702
South Dakota,2008,Brookings,334,419,515,727,905
South Dakota,2008,Brown,375,402,529,671,798
South Dakota,2008,Brule,335,390,513,657,702
South Dakota,2008,Buffalo,335,390,513,657,702
South Dakota,2008,Butte,387,402,513,686,763
South Dakota,2008,Campbell,373,390,513,677,805
South Dakota,2008,Charles Mix,335,390,513,657,702
South Dakota,2008,Clark,343,399,513,694,818
South Dakota,2008,Clay,391,416,547,754,960
South Dakota,2008,Codington,379,442,582,752,859
South Dakota,2008,Corson,387,402,513,686,763
South Dakota,2008,Custer,387,402,513,686,763
South Dakota,2008,Davison,352,414,543,697,749
South Dakota,2008,Day,373,390,513,677,805
South Dakota,2008,Deuel,343,399,513,694,818
South Dakota,2008,Dewey,387,402,513,686,763
South Dakota,2008,Douglas,335,390,513,657,702
South Dakota,2008,Edmunds,373,390,513,677,805
South Dakota,2008,Fall River,380,396,520,674,750
South Dakota,2008,Faulk,373,390,513,677,805
South Dakota,2008,Grant,343,399,513,694,818
South Dakota,2008,Gregory,335,390,513,657,702
South Dakota,2008,Haakon,387,402,513,686,763
South Dakota,2008,Hamlin,343,399,513,694,818
South Dakota,2008,Hand,373,390,513,677,805
South Dakota,2008,Hanson,335,390,513,657,702
South Dakota,2008,Harding,387,402,513,686,763
South Dakota,2008,Hughes,341,428,528,662,683
South Dakota,2008,Hutchinson,335,390,513,657,702
South Dakota,2008,Hyde,335,390,513,657,702
South Dakota,2008,Jackson,387,402,513,686,763
South Dakota,2008,Jerauld,373,390,513,677,805
South Dakota,2008,Jones,387,402,513,686,763
South Dakota,2008,Kingsbury,343,399,513,694,818
South Dakota,2008,Lake,343,399,513,694,818
South Dakota,2008,Lawrence,363,440,542,755,806
South Dakota,2008,Lincoln,486,511,653,853,944
South Dakota,2008,Lyman,335,390,513,657,702
South Dakota,2008,McCook,486,511,653,853,944
South Dakota,2008,McPherson,373,390,513,677,805
South Dakota,2008,Marshall,373,390,513,677,805
South Dakota,2008,Meade,338,404,523,760,849
South Dakota,2008,Mellette,387,402,513,686,763
South Dakota,2008,Miner,343,399,513,694,818
South Dakota,2008,Minnehaha,486,511,653,853,944
South Dakota,2008,Moody,343,399,513,694,818
South Dakota,2008,Pennington,477,556,700,927,953
South Dakota,2008,Perkins,387,402,513,686,763
South Dakota,2008,Potter,387,402,513,686,763
South Dakota,2008,Roberts,373,390,513,677,805
South Dakota,2008,Sanborn,335,390,513,657,702
South Dakota,2008,Shannon,387,402,513,686,763
South Dakota,2008,Spink,373,390,513,677,805
South Dakota,2008,Stanley,335,390,513,657,702
South Dakota,2008,Sully,335,390,513,657,702
South Dakota,2008,Todd,387,402,513,686,763
South Dakota,2008,Tripp,335,390,513,657,702
South Dakota,2008,Turner,486,511,653,853,944
South Dakota,2008,Union,413,485,636,801,824
South Dakota,2008,Walworth,373,390,513,677,805
South Dakota,2008,Yankton,360,427,555,728,748
South Dakota,2008,Ziebach,387,402,513,686,763
South Dakota,2009,Aurora,345,402,529,678,724
South Dakota,2009,Beadle,440,441,529,770,873
South Dakota,2009,Bennett,399,415,529,708,787
South Dakota,2009,Bon Homme,345,402,529,678,724
South Dakota,2009,Brookings,344,432,531,749,933
South Dakota,2009,Brown,387,414,546,693,823
South Dakota,2009,Brule,345,402,529,678,724
South Dakota,2009,Buffalo,345,402,529,678,724
South Dakota,2009,Butte,399,415,529,708,787
South Dakota,2009,Campbell,385,403,529,698,830
South Dakota,2009,Charles Mix,345,402,529,678,724
South Dakota,2009,Clark,354,412,529,715,844
South Dakota,2009,Clay,403,428,563,776,988
South Dakota,2009,Codington,391,456,600,775,886
South Dakota,2009,Corson,399,415,529,708,787
South Dakota,2009,Custer,399,415,529,708,787
South Dakota,2009,Davison,363,427,560,718,772
South Dakota,2009,Day,385,403,529,698,830
South Dakota,2009,Deuel,354,412,529,715,844
South Dakota,2009,Dewey,399,415,529,708,787
South Dakota,2009,Douglas,345,402,529,678,724
South Dakota,2009,Edmunds,385,403,529,698,830
South Dakota,2009,Fall River,391,408,536,695,773
South Dakota,2009,Faulk,385,403,529,698,830
South Dakota,2009,Grant,354,412,529,715,844
South Dakota,2009,Gregory,345,402,529,678,724
South Dakota,2009,Haakon,399,415,529,708,787
South Dakota,2009,Hamlin,354,412,529,715,844
South Dakota,2009,Hand,385,403,529,698,830
South Dakota,2009,Hanson,345,402,529,678,724
South Dakota,2009,Harding,399,415,529,708,787
South Dakota,2009,Hughes,352,441,545,683,705
South Dakota,2009,Hutchinson,345,402,529,678,724
South Dakota,2009,Hyde,345,402,529,678,724
South Dakota,2009,Jackson,399,415,529,708,787
South Dakota,2009,Jerauld,385,403,529,698,830
South Dakota,2009,Jones,399,415,529,708,787
South Dakota,2009,Kingsbury,354,412,529,715,844
South Dakota,2009,Lake,354,412,529,715,844
South Dakota,2009,Lawrence,374,454,559,779,831
South Dakota,2009,Lincoln,501,527,673,879,972
South Dakota,2009,Lyman,345,402,529,678,724
South Dakota,2009,McCook,501,527,673,879,972
South Dakota,2009,McPherson,385,403,529,698,830
South Dakota,2009,Marshall,385,403,529,698,830
South Dakota,2009,Meade,349,417,539,784,875
South Dakota,2009,Mellette,399,415,529,708,787
South Dakota,2009,Miner,354,412,529,715,844
South Dakota,2009,Minnehaha,501,527,673,879,972
South Dakota,2009,Moody,354,412,529,715,844
South Dakota,2009,Pennington,492,573,722,956,983
South Dakota,2009,Perkins,399,415,529,708,787
South Dakota,2009,Potter,399,415,529,708,787
South Dakota,2009,Roberts,385,403,529,698,830
South Dakota,2009,Sanborn,345,402,529,678,724
South Dakota,2009,Shannon,399,415,529,708,787
South Dakota,2009,Spink,385,403,529,698,830
South Dakota,2009,Stanley,345,402,529,678,724
South Dakota,2009,Sully,345,402,529,678,724
South Dakota,2009,Todd,399,415,529,708,787
South Dakota,2009,Tripp,345,402,529,678,724
South Dakota,2009,Turner,501,527,673,879,972
South Dakota,2009,Union,423,497,652,821,845
South Dakota,2009,Walworth,385,403,529,698,830
South Dakota,2009,Yankton,371,440,572,750,770
South Dakota,2009,Ziebach,399,415,529,708,787
South Dakota,2010,Aurora,350,407,536,687,733
South Dakota,2010,Beadle,446,447,536,780,884
South Dakota,2010,Bennett,404,420,536,717,798
South Dakota,2010,Bon Homme,350,407,536,687,733
South Dakota,2010,Brookings,349,437,538,759,945
South Dakota,2010,Brown,392,420,553,702,834
South Dakota,2010,Brule,350,407,536,687,733
South Dakota,2010,Buffalo,350,407,536,687,733
South Dakota,2010,Butte,404,420,536,717,798
South Dakota,2010,Campbell,390,408,536,708,841
South Dakota,2010,Charles Mix,350,407,536,687,733
South Dakota,2010,Clark,359,417,536,725,855
South Dakota,2010,Clay,408,434,570,786,1000
South Dakota,2010,Codington,395,461,607,784,896
South Dakota,2010,Corson,404,420,536,717,798
South Dakota,2010,Custer,404,420,536,717,798
South Dakota,2010,Davison,368,432,567,727,782
South Dakota,2010,Day,390,408,536,708,841
South Dakota,2010,Deuel,359,417,536,725,855
South Dakota,2010,Dewey,404,420,536,717,798
South Dakota,2010,Douglas,350,407,536,687,733
South Dakota,2010,Edmunds,390,408,536,708,841
South Dakota,2010,Fall River,396,413,543,704,784
South Dakota,2010,Faulk,390,408,536,708,841
South Dakota,2010,Grant,359,417,536,725,855
South Dakota,2010,Gregory,350,407,536,687,733
South Dakota,2010,Haakon,404,420,536,717,798
South Dakota,2010,Hamlin,359,417,536,725,855
South Dakota,2010,Hand,390,408,536,708,841
South Dakota,2010,Hanson,350,407,536,687,733
South Dakota,2010,Harding,404,420,536,717,798
South Dakota,2010,Hughes,357,447,552,692,714
South Dakota,2010,Hutchinson,350,407,536,687,733
South Dakota,2010,Hyde,350,407,536,687,733
South Dakota,2010,Jackson,404,420,536,717,798
South Dakota,2010,Jerauld,390,408,536,708,841
South Dakota,2010,Jones,404,420,536,717,798
South Dakota,2010,Kingsbury,359,417,536,725,855
South Dakota,2010,Lake,359,417,536,725,855
South Dakota,2010,Lawrence,379,460,566,788,842
South Dakota,2010,Lincoln,508,534,682,891,985
South Dakota,2010,Lyman,350,407,536,687,733
South Dakota,2010,McCook,508,534,682,891,985
South Dakota,2010,McPherson,390,408,536,708,841
South Dakota,2010,Marshall,390,408,536,708,841
South Dakota,2010,Meade,353,422,546,794,886
South Dakota,2010,Mellette,404,420,536,717,798
South Dakota,2010,Miner,359,417,536,725,855
South Dakota,2010,Minnehaha,508,534,682,891,985
South Dakota,2010,Moody,359,417,536,725,855
South Dakota,2010,Pennington,498,581,732,969,996
South Dakota,2010,Perkins,404,420,536,717,798
South Dakota,2010,Potter,404,420,536,717,798
South Dakota,2010,Roberts,390,408,536,708,841
South Dakota,2010,Sanborn,350,407,536,687,733
South Dakota,2010,Shannon,404,420,536,717,798
South Dakota,2010,Spink,390,408,536,708,841
South Dakota,2010,Stanley,350,407,536,687,733
South Dakota,2010,Sully,350,407,536,687,733
South Dakota,2010,Todd,404,420,536,717,798
South Dakota,2010,Tripp,350,407,536,687,733
South Dakota,2010,Turner,508,534,682,891,985
South Dakota,2010,Union,429,504,661,832,857
South Dakota,2010,Walworth,390,408,536,708,841
South Dakota,2010,Yankton,376,446,579,759,780
South Dakota,2010,Ziebach,404,420,536,717,798
South Dakota,2011,Aurora,356,414,545,698,746
South Dakota,2011,Beadle,453,455,545,793,899
South Dakota,2011,Bennett,411,427,545,729,811
South Dakota,2011,Bon Homme,356,414,545,698,746
South Dakota,2011,Brookings,355,446,548,773,963
South Dakota,2011,Brown,399,427,563,714,849
South Dakota,2011,Brule,356,414,545,698,746
South Dakota,2011,Buffalo,356,414,545,698,746
South Dakota,2011,Butte,411,427,545,729,811
South Dakota,2011,Campbell,396,415,545,719,855
South Dakota,2011,Charles Mix,356,414,545,698,746
South Dakota,2011,Clark,365,424,545,737,869
South Dakota,2011,Clay,415,442,581,801,1020
South Dakota,2011,Codington,403,470,619,800,914
South Dakota,2011,Corson,411,427,545,729,811
South Dakota,2011,Custer,411,427,545,729,811
South Dakota,2011,Davison,375,440,578,742,797
South Dakota,2011,Day,396,415,545,719,855
South Dakota,2011,Deuel,365,424,545,737,869
South Dakota,2011,Dewey,411,427,545,729,811
South Dakota,2011,Douglas,356,414,545,698,746
South Dakota,2011,Edmunds,396,415,545,719,855
South Dakota,2011,Fall River,404,421,553,717,798
South Dakota,2011,Faulk,396,415,545,719,855
South Dakota,2011,Grant,365,424,545,737,869
South Dakota,2011,Gregory,356,414,545,698,746
South Dakota,2011,Haakon,411,427,545,729,811
South Dakota,2011,Hamlin,365,424,545,737,869
South Dakota,2011,Hand,396,415,545,719,855
South Dakota,2011,Hanson,356,414,545,698,746
South Dakota,2011,Harding,411,427,545,729,811
South Dakota,2011,Hughes,363,455,562,705,727
South Dakota,2011,Hutchinson,356,414,545,698,746
South Dakota,2011,Hyde,356,414,545,698,746
South Dakota,2011,Jackson,411,427,545,729,811
South Dakota,2011,Jerauld,396,415,545,719,855
South Dakota,2011,Jones,411,427,545,729,811
South Dakota,2011,Kingsbury,365,424,545,737,869
South Dakota,2011,Lake,365,424,545,737,869
South Dakota,2011,Lawrence,385,468,576,802,857
South Dakota,2011,Lincoln,517,543,694,906,1003
South Dakota,2011,Lyman,356,414,545,698,746
South Dakota,2011,McCook,517,543,694,906,1003
South Dakota,2011,McPherson,396,415,545,719,855
South Dakota,2011,Marshall,396,415,545,719,855
South Dakota,2011,Meade,360,430,556,808,902
South Dakota,2011,Mellette,411,427,545,729,811
South Dakota,2011,Miner,365,424,545,737,869
South Dakota,2011,Minnehaha,517,543,694,906,1003
South Dakota,2011,Moody,365,424,545,737,869
South Dakota,2011,Pennington,507,592,745,986,1014
South Dakota,2011,Perkins,411,427,545,729,811
South Dakota,2011,Potter,411,427,545,729,811
South Dakota,2011,Roberts,396,415,545,719,855
South Dakota,2011,Sanborn,356,414,545,698,746
South Dakota,2011,Shannon,411,427,545,729,811
South Dakota,2011,Spink,396,415,545,719,855
South Dakota,2011,Stanley,356,414,545,698,746
South Dakota,2011,Sully,356,414,545,698,746
South Dakota,2011,Todd,411,427,545,729,811
South Dakota,2011,Tripp,356,414,545,698,746
South Dakota,2011,Turner,517,543,694,906,1003
South Dakota,2011,Union,435,511,671,845,870
South Dakota,2011,Walworth,396,415,545,719,855
South Dakota,2011,Yankton,383,454,590,773,795
South Dakota,2011,Ziebach,411,427,545,729,811
South Dakota,2012,Aurora,345,401,528,676,722
South Dakota,2012,Beadle,450,451,541,787,893
South Dakota,2012,Bennett,398,414,528,706,786
South Dakota,2012,Bon Homme,345,401,528,676,722
South Dakota,2012,Brookings,368,462,568,801,998
South Dakota,2012,Brown,374,401,528,670,796
South Dakota,2012,Brule,345,401,528,676,722
South Dakota,2012,Buffalo,405,471,620,794,848
South Dakota,2012,Butte,445,463,590,789,878
South Dakota,2012,Campbell,384,402,528,697,828
South Dakota,2012,Charles Mix,345,401,528,676,722
South Dakota,2012,Clark,353,411,528,714,842
South Dakota,2012,Clay,405,431,566,781,993
South Dakota,2012,Codington,368,429,565,730,834
South Dakota,2012,Corson,398,414,528,706,786
South Dakota,2012,Custer,398,414,528,706,786
South Dakota,2012,Davison,374,440,577,740,796
South Dakota,2012,Day,384,402,528,697,828
South Dakota,2012,Deuel,353,411,528,714,842
South Dakota,2012,Dewey,398,414,528,706,786
South Dakota,2012,Douglas,345,401,528,676,722
South Dakota,2012,Edmunds,411,430,565,746,886
South Dakota,2012,Fall River,442,460,605,785,873
South Dakota,2012,Faulk,384,402,528,697,828
South Dakota,2012,Grant,363,422,543,734,866
South Dakota,2012,Gregory,345,401,528,676,722
South Dakota,2012,Haakon,398,414,528,706,786
South Dakota,2012,Hamlin,353,411,528,714,842
South Dakota,2012,Hand,384,402,528,697,828
South Dakota,2012,Hanson,345,401,528,676,722
South Dakota,2012,Harding,404,420,536,717,798
South Dakota,2012,Hughes,370,464,573,719,741
South Dakota,2012,Hutchinson,345,401,528,676,722
South Dakota,2012,Hyde,345,401,528,676,722
South Dakota,2012,Jackson,398,414,528,706,786
South Dakota,2012,Jerauld,384,402,528,697,828
South Dakota,2012,Jones,398,414,528,706,786
South Dakota,2012,Kingsbury,353,411,528,714,842
South Dakota,2012,Lake,353,411,528,714,842
South Dakota,2012,Lawrence,363,440,542,755,806
South Dakota,2012,Lincoln,499,525,670,875,968
South Dakota,2012,Lyman,345,401,528,676,722
South Dakota,2012,McCook,499,525,670,875,968
South Dakota,2012,McPherson,390,408,536,708,841
South Dakota,2012,Marshall,384,402,528,697,828
South Dakota,2012,Meade,371,443,573,833,930
South Dakota,2012,Mellette,398,414,528,706,786
South Dakota,2012,Miner,353,411,528,714,842
South Dakota,2012,Minnehaha,499,525,670,875,968
South Dakota,2012,Moody,353,411,528,714,842
South Dakota,2012,Pennington,445,519,654,866,890
South Dakota,2012,Perkins,483,503,641,858,954
South Dakota,2012,Potter,398,414,528,706,786
South Dakota,2012,Roberts,384,402,528,697,828
South Dakota,2012,Sanborn,365,425,559,716,765
South Dakota,2012,Shannon,398,414,528,706,786
South Dakota,2012,Spink,384,402,528,697,828
South Dakota,2012,Stanley,466,543,714,915,977
South Dakota,2012,Sully,392,457,601,770,822
South Dakota,2012,Todd,398,414,528,706,786
South Dakota,2012,Tripp,362,421,554,710,758
South Dakota,2012,Turner,499,525,670,875,968
South Dakota,2012,Union,407,478,627,789,813
South Dakota,2012,Walworth,384,402,528,697,828
South Dakota,2012,Yankton,367,435,565,741,761
South Dakota,2012,Ziebach,398,414,528,706,786
South Dakota,2013,Aurora,455,460,623,851,854
South Dakota,2013,Beadle,449,454,614,824,828
South Dakota,2013,Bennett,449,518,614,905,1005
South Dakota,2013,Bon Homme,449,495,614,861,939
South Dakota,2013,Brookings,403,469,635,936,1125
South Dakota,2013,Brown,400,454,614,781,1087
South Dakota,2013,Brule,449,518,614,847,850
South Dakota,2013,Buffalo,498,503,681,848,910
South Dakota,2013,Butte,449,502,614,905,908
South Dakota,2013,Campbell,464,496,635,876,879
South Dakota,2013,Charles Mix,449,518,614,796,821
South Dakota,2013,Clark,449,454,614,765,821
South Dakota,2013,Clay,468,499,641,945,1135
South Dakota,2013,Codington,402,486,632,815,845
South Dakota,2013,Corson,449,455,614,874,877
South Dakota,2013,Custer,527,533,721,898,1195
South Dakota,2013,Davison,449,482,652,858,871
South Dakota,2013,Day,449,454,614,905,908
South Dakota,2013,Deuel,449,518,614,888,891
South Dakota,2013,Dewey,449,454,614,854,865
South Dakota,2013,Douglas,459,464,628,782,839
South Dakota,2013,Edmunds,503,509,689,1015,1019
South Dakota,2013,Fall River,525,531,718,985,988
South Dakota,2013,Faulk,449,518,614,847,850
South Dakota,2013,Grant,449,483,614,850,1055
South Dakota,2013,Gregory,449,518,614,905,908
South Dakota,2013,Haakon,449,455,614,905,908
